,FEDFUNDS,CPI_INFLATION,GS10,SP500_RETURN,VIX,regime,regime_name
2014-10-31,0.09,-0.0001979139032411,2.3,0.0229363988295643,14.029999732971191,0,calm
2014-11-30,0.09,-0.0018826601524659,2.33,0.0242374735633067,13.329999923706056,0,calm
2014-12-31,0.12,-0.0030846094445592,2.21,-0.004197384221126,19.200000762939453,0,calm
2015-01-31,0.11,-0.0063703164417655,1.88,-0.0315327792664254,20.969999313354492,1,stressed
2015-02-28,0.11,0.0025346436802173,1.98,0.0534388763256272,13.34000015258789,0,calm
2015-03-31,0.11,0.0026939517808124,2.04,-0.0175491974339631,15.289999961853027,0,calm
2015-04-30,0.12,0.0010424788961589,1.94,0.0084847225446355,14.550000190734863,0,calm
2015-05-31,0.12,0.0032977453412468,2.2,0.0104367296753368,13.84000015258789,0,calm
2015-06-30,0.13,0.0027679208104607,2.36,-0.0212355588717586,18.229999542236328,0,calm
2015-07-31,0.13,0.0015863197801873,2.32,0.0195496829900196,12.119999885559082,0,calm
2015-08-31,0.14,-4.20108051790713e-06,2.17,-0.0646247309931239,28.43000030517578,1,stressed
2015-09-30,0.14,-0.0022475875193775,2.17,-0.0267987309634628,24.5,1,stressed
2015-10-31,0.12,0.0009894820166906,2.07,0.0797193795433987,15.06999969482422,0,calm
2015-11-30,0.12,0.0011946174910508,2.26,0.0005047417068051,16.1299991607666,0,calm
2015-12-31,0.24,-0.001075553426856,2.24,-0.0176856583902572,18.209999084472656,0,calm
2016-01-31,0.34,-0.0004584435630738,2.09,-0.0520676173054967,20.200000762939453,1,stressed
2016-02-29,0.38,-0.0013296753235823,1.78,-0.0041369055149924,20.549999237060547,1,stressed
2016-03-31,0.36,0.0031347962382444,1.89,0.0639049902868289,13.949999809265137,0,calm
2016-04-30,0.37,0.0038306451612901,1.81,0.0026957614511553,15.699999809265137,0,calm
2016-05-31,0.37,0.0023640958693178,1.81,0.0152083668105238,14.1899995803833,0,calm
2016-06-30,0.38,0.0027759572878272,1.64,0.0009105066031534,15.630000114440918,0,calm
2016-07-31,0.39,-0.0005037007434789,1.5,0.034990432691054,11.869999885559082,0,calm
2016-08-31,0.4,0.0018492217858316,1.56,-0.0012199867803522,13.420000076293944,0,calm
2016-09-30,0.4,0.0026232097944252,1.63,-0.0012352137017536,13.289999961853027,0,calm
2016-10-31,0.4,0.0023426874979268,1.76,-0.0196168370434727,17.059999465942383,0,calm
2016-11-30,0.41,0.0011789477167711,2.14,0.0336035450444343,13.329999923706056,0,calm
2016-12-31,0.54,0.0025245221587761,2.49,0.018037111299279,14.039999961853027,0,calm
2017-01-31,0.65,0.0040430766948156,2.43,0.0177263146210628,11.989999771118164,0,calm
2017-02-28,0.66,0.0015926573570097,2.42,0.0365230007382769,12.920000076293944,0,calm
2017-03-31,0.79,-0.0004672016261895,2.48,-0.0003892728921313,12.369999885559082,0,calm
2017-04-30,0.9,0.0012341528217407,2.3,0.0090501324781982,10.81999969482422,0,calm
2017-05-31,0.91,-0.0007739779600562,2.3,0.0115097591109806,10.40999984741211,0,calm
2017-06-30,1.04,0.0006516286618252,2.19,0.0048022260405038,11.18000030517578,0,calm
2017-07-31,1.15,0.0003276499715354,2.32,0.0191640175471008,10.260000228881836,0,calm
2017-08-31,1.16,0.0038486261632881,2.21,0.0005462837796946,10.59000015258789,0,calm
2017-09-30,1.15,0.0051063899209977,2.2,0.0191190393523553,9.510000228881836,0,calm
2017-10-31,1.15,0.0007750522450138,2.36,0.0219455600318416,10.18000030517578,0,calm
2017-11-30,1.16,0.0026680074282516,2.35,0.0276955410466344,11.279999732971191,0,calm
2017-12-31,1.3,0.0021068892447551,2.4,0.0097836145748712,11.039999961853027,0,calm
2018-01-31,1.41,0.0042533443635115,2.58,0.0546573983583285,13.539999961853027,0,calm
2018-02-28,1.42,0.002692287600609,2.86,-0.0397261075980839,19.850000381469727,0,calm
2018-03-31,1.51,0.000192362410782,2.84,-0.0272524973669399,19.969999313354492,0,calm
2018-04-30,1.69,0.0026044066560619,2.87,0.0027150858118244,15.93000030517578,0,calm
2018-05-31,1.7,0.0022579497815982,2.98,0.0213781911830661,15.43000030517578,0,calm
2018-06-30,1.82,0.0009011451720948,2.91,0.0048307493865702,16.09000015258789,0,calm
2018-07-31,1.91,0.0007808204989283,2.89,0.0353879507375242,12.829999923706056,0,calm
2018-08-31,1.91,0.0017873207703393,2.89,0.0298143145243824,12.859999656677246,0,calm
2018-09-30,1.95,0.0020622817021174,3.0,0.0042850932863336,12.119999885559082,0,calm
2018-10-31,2.19,0.0023395801444987,3.15,-0.0719293459542968,21.229999542236328,1,stressed
2018-11-30,2.2,-0.0007041919199911,3.12,0.0177017520561175,18.06999969482422,0,calm
2018-12-31,2.27,0.0006848935445813,2.83,-0.096265219857899,25.420000076293945,1,stressed
2019-01-31,2.4,-0.0008149798035343,2.71,0.0757421519867559,16.56999969482422,0,calm
2019-02-28,2.4,0.0030012551423219,2.68,0.0292955533654023,14.779999732971191,0,calm
2019-03-31,2.41,0.0037817929172307,2.57,0.0177655108902287,13.710000038146973,0,calm
2019-04-30,2.42,0.0037596794047436,2.53,0.0385603974175708,13.119999885559082,0,calm
2019-05-31,2.39,0.0002468332856644,2.4,-0.0680408940828739,18.709999084472656,0,calm
2019-06-30,2.38,-0.000325112810228,2.07,0.0666583015630261,15.079999923706056,0,calm
2019-07-31,2.4,0.0023078761661827,2.06,0.0130427248337052,16.1200008392334,0,calm
2019-08-31,2.13,0.0009147700174354,1.63,-0.0182572817432622,18.979999542236328,0,calm
2019-09-30,2.04,0.0015388460997671,1.7,0.0170352505910719,16.239999771118164,0,calm
2019-10-31,1.83,0.0028272822992627,1.71,0.0202258421533174,13.220000267028809,0,calm
2019-11-30,1.55,0.0028154226050438,1.81,0.0334802660713781,12.619999885559082,0,calm
2019-12-31,1.55,0.0029122185210892,1.86,0.0281887562985421,13.779999732971191,0,calm
2020-01-31,1.55,0.0019216641534238,1.76,-0.0016294196024425,18.84000015258789,0,calm
2020-02-29,1.58,0.0004746707213065,1.5,-0.0878595369083877,40.11000061035156,2,crisis
2020-03-31,0.65,-0.0045284474445514,0.87,-0.1336677246703745,53.540000915527344,2,crisis
2020-04-30,0.05,-0.007920147553434,0.66,0.1194208387601767,34.150001525878906,2,crisis
2020-05-31,0.05,-0.0008983252093487,0.67,0.0442865329490969,27.510000228881836,1,stressed
2020-06-30,0.08,0.0048474992376916,0.73,0.0182213743567191,30.43000030517578,2,crisis
2020-07-31,0.09,0.0050964433827935,0.62,0.0536368016345058,24.459999084472656,1,stressed
2020-08-31,0.1,0.0037313432835821,0.65,0.0677190830043573,26.40999984741211,1,stressed
2020-09-30,0.09,0.0026261395363187,0.68,-0.040018119983178,26.3700008392334,1,stressed
2020-10-31,0.09,0.0012384758285672,0.79,-0.0280556922855541,38.02000045776367,2,crisis
2020-11-30,0.09,0.0022741328907993,0.87,0.1021464279066001,20.56999969482422,1,stressed
2020-12-31,0.09,0.0043463096611489,0.93,0.0364490478405915,22.75,1,stressed
2021-01-31,0.09,0.0024499608845809,1.08,-0.0111991376508885,33.09000015258789,2,crisis
2021-02-28,0.08,0.0033956762230333,1.26,0.0257568766725366,27.950000762939453,1,stressed
2021-03-31,0.07,0.0052432098156529,1.61,0.0415628072825466,19.399999618530273,0,calm
2021-04-30,0.07,0.0062386539905872,1.64,0.0510973304680564,18.61000061035156,0,calm
2021-05-31,0.06,0.0066350604244338,1.62,0.0054714927167232,16.760000228881836,0,calm
2021-06-30,0.08,0.0084617878181554,1.52,0.0219708725661224,15.829999923706056,0,calm
2021-07-31,0.1,0.0046147479808169,1.32,0.0224931759222513,18.239999771118164,0,calm
2021-08-31,0.09,0.0028429256021447,1.28,0.0285781431597925,16.479999542236328,0,calm
2021-09-30,0.08,0.00452551746395,1.37,-0.0487377927828331,23.13999938964844,1,stressed
2021-10-31,0.08,0.009638202329232,1.58,0.0668581752839893,16.260000228881836,0,calm
2021-11-30,0.08,0.008566262881938,1.56,-0.0083686256552052,27.190000534057617,1,stressed
2021-12-31,0.08,0.0069052305508052,1.47,0.0426886481613966,17.219999313354492,0,calm
2022-01-31,0.08,0.0060460396304009,1.76,-0.0540182299992834,24.829999923706055,1,stressed
2022-02-28,0.08,0.0069263793475682,1.93,-0.0318627610217114,30.149999618530273,2,crisis
2022-03-31,0.2,0.0111564147627416,2.13,0.0351482862715227,20.559999465942383,1,stressed
2022-04-30,0.33,0.003083351293478,2.75,-0.0920678249074223,33.400001525878906,2,crisis
2022-05-31,0.77,0.0094849962399632,2.9,5.3176290760624664e-05,26.190000534057617,1,stressed
2022-06-30,1.21,0.0125610199864056,3.14,-0.0876515818048179,28.709999084472656,1,stressed
2022-07-31,1.68,-0.0001491742864213,2.9,0.0872013846897158,21.329999923706055,1,stressed
2022-08-31,2.33,0.0006239128149656,2.9,-0.0433670306634054,25.8700008392334,1,stressed
2022-09-30,2.56,0.0042426727482827,3.52,-0.0980491666209925,31.6200008392334,2,crisis
2022-10-31,3.08,0.0055947548329842,3.98,0.0768345644688556,25.8799991607666,1,stressed
2022-11-30,3.78,0.0026140325562822,3.89,0.052357976097649,20.579999923706055,1,stressed
2022-12-31,4.1,0.0001539563433359,3.62,-0.0607818253766681,21.670000076293945,1,stressed
2023-01-31,4.33,0.005314022594635,3.53,0.0599211818343496,19.399999618530273,0,calm
2023-02-28,4.57,0.0034285333865919,3.75,-0.0264594788597931,20.700000762939453,1,stressed
2023-03-31,4.65,0.001230718195389,3.66,0.0344512926982635,18.700000762939453,0,calm
2023-04-30,4.83,0.003392739405144,3.46,0.0145361776495622,15.779999732971191,0,calm
2023-05-31,5.06,0.0016146873813336,3.57,0.0024792714332724,17.940000534057617,0,calm
2023-06-30,5.08,0.002241753314828,3.75,0.0627188649146417,13.59000015258789,0,calm
2023-07-31,5.12,0.0019571467103487,3.9,0.0306639509077039,13.630000114440918,0,calm
2023-08-31,5.33,0.0048357074150797,4.17,-0.0178752038429938,13.56999969482422,0,calm
2023-09-30,5.33,0.0039009154409603,4.38,-0.049946167923282,17.520000457763672,0,calm
2023-10-31,5.33,0.0013668493471667,4.8,-0.0222248410014033,18.13999938964844,0,calm
2023-11-30,5.33,0.0014689823722116,4.5,0.0854244482007529,12.920000076293944,0,calm
2023-12-31,5.33,0.0019243999636537,4.02,0.0432790354316083,12.449999809265137,0,calm
2024-01-31,5.33,0.0030996854969052,4.06,0.0157706938864257,14.350000381469728,0,calm
2024-02-29,5.33,0.0040975401843086,4.21,0.0504275283127719,13.399999618530272,0,calm
2024-03-31,5.33,0.0044313383735252,4.21,0.030547420111743,13.010000228881836,0,calm
2024-04-30,5.33,0.002170676655621,4.54,-0.0425057776814785,15.649999618530272,0,calm
2024-05-31,5.33,0.0004855873210594,4.48,0.0469038053043596,12.920000076293944,0,calm
2024-06-30,5.33,-0.0004182964796041,4.31,0.0340823432388822,12.4399995803833,0,calm
2024-07-31,5.33,0.0016770805381991,4.25,0.0112577104024098,16.360000610351562,0,calm
2024-08-31,5.33,0.0015722217438585,3.87,0.0225778971175147,15.0,0,calm
2024-09-30,5.13,0.0021333367296902,3.72,0.0199956322877545,16.729999542236328,0,calm
2024-10-31,4.83,0.0028563984596416,4.1,-0.0099460415985501,23.15999984741211,1,stressed
2024-11-30,4.64,0.0028419261732848,4.36,0.0557197140294972,13.510000228881836,0,calm
2024-12-31,4.48,0.0033993833089014,4.39,-0.0253076921877456,17.350000381469727,0,calm
