,FEDFUNDS,CPI_INFLATION,GS10,SP500_RETURN,VIX,regime,regime_name
2006-01-31,4.29,0.0060575466935892,4.42,0.0251478956075799,12.949999809265137,0,calm
2006-02-28,4.49,0.0005017561465128,4.57,0.0004530550834012,12.34000015258789,0,calm
2006-03-31,4.59,0.0015045135406217,4.72,0.0110347035094499,11.390000343322754,0,calm
2006-04-30,4.79,0.0050075112669003,4.99,0.0120823662692256,11.59000015258789,0,calm
2006-05-31,4.94,0.0029895366218237,5.11,-0.0314049293203158,16.440000534057617,0,calm
2006-06-30,4.99,0.0024838549428713,5.11,8.659275533511337e-05,13.079999923706056,0,calm
2006-07-31,5.24,0.0054509415262635,5.09,0.0050729894059884,14.949999809265137,0,calm
2006-08-31,5.25,0.0044356826022671,4.88,0.021051056620195,12.3100004196167,0,calm
2006-09-30,5.25,-0.0049067713444553,4.72,0.0242693991143096,11.979999542236328,0,calm
2006-10-31,5.25,-0.0044378698224852,4.73,0.0310218126705608,11.100000381469728,0,calm
2006-11-30,5.25,0.0004952947003467,4.6,0.01633255113123,10.90999984741211,0,calm
2006-12-31,5.24,0.0054455445544554,4.56,0.0125368668579112,11.5600004196167,0,calm
2007-01-31,5.25,0.0016592811422946,4.76,0.0139611313073257,10.420000076293944,0,calm
2007-02-28,5.26,0.0038783505458692,4.72,-0.0220883370533768,15.420000076293944,0,calm
2007-03-31,5.26,0.0052001214340975,4.56,0.0099305117846988,14.640000343322754,0,calm
2007-04-30,5.25,0.0030006624839249,4.69,0.0423798432532396,14.220000267028809,0,calm
2007-05-31,5.25,0.004132994016629,4.75,0.0320307238518961,13.050000190734863,0,calm
2007-06-30,5.25,0.0023167517109623,5.1,-0.017976943869676,16.229999542236328,0,calm
2007-07-31,5.26,0.0017805958481715,5.0,-0.0325044711803648,23.520000457763672,1,stressed
2007-08-31,5.02,0.000308280708853,4.67,0.0127815390189305,23.3799991607666,1,stressed
2007-09-30,4.94,0.004237553390765,4.52,0.0351682902627903,18.0,0,calm
2007-10-31,4.76,0.0030832378312801,4.53,0.0147135609401705,18.530000686645508,0,calm
2007-11-30,4.49,0.0078588842678903,4.15,-0.0450427826309034,22.8700008392334,1,stressed
2007-12-31,4.24,0.0028980145517325,4.1,-0.0086659496708298,22.5,1,stressed
2008-01-31,3.94,0.0034477050769703,3.74,-0.0631138642063085,26.200000762939453,1,stressed
2008-02-29,2.98,0.0024178268779397,3.74,-0.035379739592448,26.540000915527344,1,stressed
2008-03-31,2.61,0.0035780278061188,3.51,-0.0059774528264186,25.61000061035156,1,stressed
2008-04-30,2.28,0.0023143810202015,3.68,0.0464509519075854,20.790000915527344,1,stressed
2008-05-31,1.98,0.0059174916566171,3.88,0.0106176148073936,17.829999923706055,0,calm
2008-06-30,2.0,0.0104782350098509,4.1,-0.0898835539178221,23.950000762939453,1,stressed
2008-07-31,2.01,0.007141444751521,4.01,-0.009908296633774,22.940000534057617,1,stressed
2008-08-31,2.0,-0.0014884757278006,3.89,0.0121167593514939,20.649999618530273,1,stressed
2008-09-30,1.81,0.00085509168229,3.69,-0.0951807650769433,39.38999938964844,2,crisis
2008-10-31,0.97,-0.0085984365648286,3.81,-0.1856364738868827,59.88999938964844,2,crisis
2008-11-30,0.39,-0.0177054770847254,3.53,-0.0777983573133054,55.279998779296875,2,crisis
2008-12-31,0.16,-0.0082335223994032,2.42,0.0077911466734982,40.0,2,crisis
2009-01-31,0.15,0.0025307713412614,2.52,-0.0895498795988168,44.84000015258789,2,crisis
2009-02-28,0.22,0.0036426606521873,2.87,-0.11645651319919,46.349998474121094,2,crisis
2009-03-31,0.18,-0.0009872828565384,2.82,0.0819526935612557,44.13999938964844,2,crisis
2009-04-30,0.15,0.0010070825195886,2.93,0.0897722182435997,36.5,2,crisis
2009-05-31,0.18,0.0014714939189219,3.29,0.051720577155174,28.920000076293945,1,stressed
2009-06-30,0.21,0.0082996122466223,3.72,0.0001958080939536,26.350000381469727,1,stressed
2009-07-31,0.16,-0.0002979654546301,3.56,0.0715219493430142,25.920000076293945,1,stressed
2009-08-31,0.16,0.0033484533777929,3.59,0.0330093363428553,26.010000228881836,1,stressed
2009-09-30,0.15,0.0019308872334005,3.4,0.0351000673677463,25.61000061035156,1,stressed
2009-10-31,0.12,0.0030019317987037,3.39,-0.0199598801971195,30.690000534057617,2,crisis
2009-11-30,0.12,0.0033485905897676,3.4,0.0557790765867372,24.510000228881836,1,stressed
2009-12-31,0.12,0.0005201763996427,3.59,0.0176145203503,21.68000030517578,1,stressed
2010-01-31,0.11,0.0006487322116246,3.73,-0.0376751237121947,24.6200008392334,1,stressed
2010-02-28,0.13,-0.0009517766497462,3.69,0.0281147397418404,19.5,0,calm
2010-03-31,0.16,0.0003313681361922,3.73,0.0571328154163926,17.59000015258789,0,calm
2010-04-30,0.2,0.0002300405331419,3.85,0.0146513730069184,22.049999237060547,1,stressed
2010-05-31,0.2,-0.0005197720362644,3.42,-0.0855315728834906,32.06999969482422,2,crisis
2010-06-30,0.18,-0.0004187951585438,3.2,-0.0553884494055037,34.540000915527344,2,crisis
2010-07-31,0.18,0.0018692535416828,3.01,0.066515799010857,23.5,1,stressed
2010-08-31,0.19,0.0014613634796996,2.7,-0.0486118228874188,26.049999237060547,1,stressed
2010-09-30,0.19,0.0016152494229613,2.65,0.083928474188034,23.700000762939453,1,stressed
2010-10-31,0.19,0.0034818462948116,2.54,0.0361930517504907,21.200000762939453,1,stressed
2010-11-30,0.19,0.0025338416234848,2.76,-0.0022928763797244,23.540000915527344,1,stressed
2010-12-31,0.18,0.0040165763468282,3.29,0.063256487508998,17.75,0,calm
2011-01-31,0.17,0.0032430422003701,3.39,0.0223929698124121,19.530000686645508,0,calm
2011-02-28,0.16,0.0032144746300641,3.58,0.0314565767628246,18.350000381469727,0,calm
2011-03-31,0.14,0.0051735482068338,3.41,-0.0010478617545838,17.739999771118164,0,calm
2011-04-30,0.1,0.0046940989750992,3.46,0.0280969387702452,14.75,0,calm
2011-05-31,0.09,0.0031817147345076,3.17,-0.013592919455284,15.449999809265137,0,calm
2011-06-30,0.09,0.0,3.0,-0.0184261859119325,16.520000457763672,0,calm
2011-07-31,0.07,0.002620036831757,3.0,-0.0217083558566638,25.25,1,stressed
2011-08-31,0.1,0.0031544621664187,2.3,-0.0584675022719568,31.6200008392334,2,crisis
2011-09-30,0.08,0.0021715478580843,1.98,-0.0744671007197857,42.959999084472656,2,crisis
2011-10-31,0.07,0.0006752075270193,2.15,0.1023065917693886,29.959999084472656,1,stressed
2011-11-30,0.08,0.0018478500551268,2.01,-0.0050715537225125,27.799999237060547,1,stressed
2011-12-31,0.07,0.0002377084901548,1.98,0.0084965654071145,23.399999618530273,1,stressed
2012-01-31,0.08,0.0027241960540966,1.97,0.0426600444678073,19.440000534057617,0,calm
2012-02-29,0.1,0.0021374461249461,1.97,0.0397873446720445,18.43000030517578,0,calm
2012-03-31,0.13,0.0020934703870292,2.17,0.0308514756329961,15.5,0,calm
2012-04-30,0.14,0.0016607883500068,2.05,-0.0075256995449887,17.149999618530273,0,calm
2012-05-31,0.16,-0.002068180132381,1.8,-0.0646993081586247,24.059999465942383,1,stressed
2012-06-30,0.16,-0.0008263631713106,1.62,0.0387927198736999,17.079999923706055,0,calm
2012-07-31,0.16,0.00028880992806,1.53,0.0125188849402827,18.93000030517578,0,calm
2012-08-31,0.13,0.0058095279758518,1.68,0.019570609701871,17.469999313354492,0,calm
2012-09-30,0.14,0.0047712662775423,1.72,0.0239471187962545,15.729999542236328,0,calm
2012-10-31,0.16,0.0026967945804385,1.75,-0.0199878423580502,18.600000381469727,0,calm
2012-11-30,0.16,-0.0016793444944266,1.65,0.0028426724604567,15.869999885559082,0,calm
2012-12-31,0.16,-0.0001210816046771,1.72,0.0070433681007134,18.020000457763672,0,calm
2013-01-31,0.14,0.0019807889421807,1.91,0.0491977919987461,14.279999732971191,0,calm
2013-02-28,0.15,0.0054299267521009,1.98,0.0109999271263544,15.510000228881836,0,calm
2013-03-31,0.14,-0.0028119191025899,1.96,0.0353552943297048,12.699999809265137,0,calm
2013-04-30,0.15,-0.0020879792665812,1.76,0.0179241658366525,13.520000457763672,0,calm
2013-05-31,0.11,0.0004141554895016,1.93,0.0205502023835115,16.299999237060547,0,calm
2013-06-30,0.09,0.0023804082055085,2.3,-0.01511292877028,16.860000610351562,0,calm
2013-07-31,0.09,0.0019574523005443,2.58,0.048277728051788,13.449999809265137,0,calm
2013-08-31,0.08,0.0023872906826962,2.74,-0.0317982680379454,17.010000228881836,0,calm
2013-09-30,0.08,0.0003769446919335,2.81,0.0293155913664249,16.600000381469727,0,calm
2013-10-31,0.09,0.0005352310485391,2.62,0.0436299711128339,13.75,0,calm
2013-11-30,0.08,0.0018444894273523,2.72,0.0276632897732354,13.699999809265137,0,calm
2013-12-31,0.09,0.0026441691584793,2.9,0.0232894744820535,13.720000267028809,0,calm
2014-01-31,0.07,0.0024241752904536,2.86,-0.0362314077760193,18.40999984741211,0,calm
2014-02-28,0.07,0.0011007786202441,2.71,0.0422133750722756,14.0,0,calm
2014-03-31,0.08,0.0020420553010651,2.72,0.0069082484269442,13.880000114440918,0,calm
2014-04-30,0.09,0.0018641856050976,2.71,0.0061816433655846,13.40999984741211,0,calm
2014-05-31,0.09,0.0019030059035471,2.56,0.0208121960133582,11.399999618530272,0,calm
2014-06-30,0.1,0.0013211322060797,2.6,0.0188789967135605,11.56999969482422,0,calm
2014-07-31,0.09,0.0011254852864928,2.54,-0.0151946876379915,16.950000762939453,0,calm
2014-08-31,0.09,-0.0001600013473797,2.42,0.0369636444079892,12.09000015258789,0,calm
2014-09-30,0.09,7.159100480080838e-05,2.53,-0.0156354361052898,16.309999465942383,0,calm
